data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Màu : bạc Phân_loại : fullbox mới màn_hình tuyệt_vời với tần_số làm mới 90hz .,,,,Positive,,,,,,,
"Kém sai bét wifi yếu không bắt được tín_hiệu mạnh , đóng hàng rách_rưới móp méo một bên , chăm_sóc khách_hàng thờ_ơ không hỗ_trợ đổi",,,,,,Negative,,Negative,,,
"Mua con này về dùng khá mượt , chơi game thì không lag mấy như pubg nhưng chỉ để cấu_hình thấp , nói_chung là rất ưng sản_phẩm của cửa_hàng 殺",,,Positive,,,,,,,,
Phiên_bản : mỹ 2 sim 128gb đã nhận được hàng hàng đẹp mới 99% hàng chính hãng đã chải nghiệm mấy ngày máy tốt màn_hình đẹp,,,,Positive,,,,,,,
"máy nguyên seal chuẩn chính hãng , màu champagne xinh lắm rất",,,,,Positive,Positive,,,,,
sử_dụng được 15 ngày màn_hình kẻ ngang luôn.toàn đồ ráp lại thay màn cũng không vừa .,,,,Negative,,,,,,,
"Mình nhận được hàng rồi ạ , cảm_ơn cửa_hàng nhiều nha ! Mở ra là thấy ưng liền vì đóng_gói cẩn_thận , hàng giống mô_tả , không có mùi lạ hay lỗi gì hết . Mình cũng hơi kỹ_tính khi mua online , mà lần này thật_sự hài_lòng . Cảm_giác là cửa_hàng có tâm , chọn hàng kỹ chứ không làm cho có . Mình sẽ dùng thử thêm thời_gian nữa , nếu vẫn ổn thì chắc_chắn sẽ quay lại ủng_hộ dài_dài . Cảm_ơn cửa_hàng một lần nữa nha",,,,,,Positive,,,,Positive,
"Nhóm màu : màu xanh da_trời mình đã nhận được hàng , ưng_ý nhé , điện_thoại đẹp , sử_dụng rất tốt nhé , cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh",,,,,Positive,Positive,,,Positive,,
"Camera ảnh tối bị noise . Ảnh nhiễu hạt . Chất_lượng ảnh tối kém . Chụp ảnh trong phòng tối thì noise quá nhiều , không nhìn rõ chi_tiết . Đóng_gói thì chắc_chắn",,Negative,,,,Positive,,,,,
không như đánh_giá sử_dụng đơ bỏ_mẹ ra.có ứng_dụng còn không vào được phí tiền mua hết pin nhanh ẩu thật,Negative,,Negative,,,,,,,,
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb hàng chính hãng đầy_đủ thông_tin bảo_hành trong máy . Giao tốc_độ nhanh và đúng mã sản_phẩm . Về đóng_gói chống sốc tốt vỏ hộp không móp tí nào luôn,,,,,,Positive,,Positive,Positive,,
Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tốt Đúng với mô_tả : tốt Máy đẹp cửa_hàng giao nhanh luôn,,,,,Positive,,,,Positive,,
"Mua về bật lên nhưng không sử_dụng được wifi , không sử_dụng được camera màn_hình , nút tắt bẫm mãi không được , bây_giờ tắt nguồn rồi mở lại không lên , rất thất_vọng vì sản_phẩm không đúng mô_tả , quá tệ so với giá tiền",,Negative,,,,,Negative,,,,
giao hàng khá nhanh . Chất_lượng tốt new 100% pin quá trâu_bò : ) ) màn_hình nét mượt nói_chung là quá ok trong tầm giá,Positive,,,Positive,,,Positive,,Positive,,
"Giao hàng nhanh , nhân_viên lịch_sự",,,,,,,,,Positive,,
"Mọi thứ ổn , nhưng pin không được trâu lắm , không được 2 ngày tác_vụ cơ_bản",Negative,,,,,,,,,Positive,
đúng giao nhanh hàng oke chất_lượng tốt,,,,,,,,,Positive,,
"Giao hàng nhanh , đóng_gói chắc_chắn",,,,,,Positive,,,Positive,,
"Khả_năng lưu_trữ : 128gb Nhóm màu : đen rất tuyệt , cửa_hàng chăm_sóc khách_hàng tốt , ngay sau khi đặt cửa_hàng gọi ngay và tb tình_trạng hàng . Hàng đóng_gói kỹ . Vì hàng giao chậm hơn dự_kiến nên còn được cửa_hàng giảm_giá theo giá mới niêm_yết . Mọi xử_lý đều nhanh , cảm_ơn vì đã giữ lời giảm_giá . Hy_vọng cửa_hàng luôn giữ chữ tín như đã làm với tôi .",,,,,,Positive,Positive,Positive,Neutral,,
"Chính hãng rẻ trong tầm giá , phù_hợp người già lớn_tuổi , màn to cấu_hình tạm , pin trâu",Positive,,,Positive,,,Positive,,,,
"Nhóm màu : xanh chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc , tuổi_thọ pin lâu_dài ,",Positive,Positive,,,,,,,,,
Hiệu_năng đáp_ứng các tác_vụ cơ_bản ; phần_mềm hoạt_động theo thiết_kế .,,,Neutral,,,,,,,Neutral,
Chất_lượng sản_phẩm : camera và màn_hình hoạt_động theo thông_số kỹ_thuật trong điều_kiện thử_nghiệm chuẩn .,,Neutral,,Neutral,,,,,,,
Giá bán niêm_yết công_khai trên website,,,,,,,Neutral,,,,
"Vỏ nứt không đúng ảnh camera mờ , pin tụt nhanh . Giao hàng chậm tới 2 tuần mà không thông_báo gì",Negative,Negative,,,Negative,,,,Negative,,
"cửa_hàng giao hàng nhanh , máy đẹp đúng với mô_tả . Chăm_sóc khách_hàng nhiệt_tình .",,,,,Positive,,,Positive,Positive,,
"Sử_dụng làm điện_thoại phụ cũng tốt , hơi đơ hơi load chậm xíu nhưng với giá này cũng được rồi .",,,Negative,,,,Positive,,,,
bề_mặt có vết xước sẵn dung_lượng thực_tế chỉ 64gb không phải 128gb camera chụp tối rất tệ,,Negative,,,Negative,,,,,,
"Cửa_hàng giao hàng nhanh , đóng_gói cẩn_thận . Hộp còn rất đẹp . Điện_thoại rất mượt , trong tầm giá đó mà hàng new là quá đỉnh .",,,Positive,,,Positive,Positive,,Positive,,
Nhóm màu : đen  Thời_lượng pin : tốt,Positive,,,,,,,,,,
Nhóm màu : xanh dương Dung_lượng lưu_trữ : 6 gb +128 gb giao hàng nhanh sản_phẩm giống mô_tả okshop,,,,,,,,,Positive,,
Chưa có nhu_cầu bảo_hành nên chưa đánh_giá . Thời_gian sạc đầy pin khoảng 2 giờ .,Neutral,,,,,,,Neutral,,,
"pin tụt bất_thường , từ 100% xuống 30% trong vài giờ . cam_kết cả ngày là sai . sạc nhanh quảng_cáo không đạt . phải mua củ sạc ngoài",Negative,,,,,,,,,,
"máy sử_dụng êm không_tưởng luôn , mình sử_dụng rất kỹ có_điều không biết bền hay không thôi",,,Positive,,,,,,,,
"sản_phẩm : sản_phẩm không như mô_tả , sản_phẩm giả_mạo không đúng với hàng đặt đặt xanh gửi về vàng",,,,,,,,,Negative,,
Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt,,,,,,,,,,Positive,
Siêu mượt máy đẹp ... Cần trải_nghiệm nhiều mới đánh_giá được cửa_hàng ơi,,,Positive,,Positive,,,,,,
"Sản_phẩm rất tốt , rất hài_lòng , máy đẹp , tốt hình_ảnh không liên_quan đến sản_phẩm",,,,,Positive,,,,,Positive,
"ảnh chụp thiếu sáng kém , nhiễu hạt nhiều . chăm_sóc khách_hàng không nhiệt_tình hỗ_trợ , thủ_tục bảo_hành phức_tạp . ship bị delay do lỗi hệ_thống .",,Negative,,,,,,Negative,Negative,,
"máy lỗi sử_dụng được 1 ngày bị tắt màn kh hiển_thị được nữa , chỉ rung máy kh hiển_thị hình",,,,Negative,,,,,,,
Tính_năng nổi_bật : không có Chất_lượng sản_phẩm : tệ Đúng với mô_tả : không sản_phẩm : sản_phẩm chất_lượng kém máy bị giả cấu_hình pin 3000 mà nó nói 40000 chip cũng không mạnh máy nhanh nóng đây là máy dựng nóng quá nó sập nguồn với nó cái app ẩn hay sao mà để không dự_liệu cũng chạy rất nhiều . loa tgi tốt màn tốt bộ_nhớ pin cung không phai là lipo .,Negative,,Negative,,,,,,,,
"Nhóm màu : xanh dương Dung_lượng lưu_trữ : 6 gb +128 gb dung_lượng lưu_trữ lớn ,  Thời_lượng pin : dài  Chất_lượng camera : tốt ⚡ Hiệu_suất : trung_bình",Positive,Positive,Neutral,,,,,,,,
"Mua cho con chơi game , chơi liên_quan , ff sẽ đánh_giá thêm ít hôm nữa .",,,,,,,,,,Neutral,
Mua về để chơi game có sạc nhánh là thấy oke rồi,Positive,,,,,,,,,,
điện_thoại không mở nguồn được cửa_hàng bán hàng gian_dối đẹp tịm mey đi sai_lầm khi mua cửa_hàng này,,,,,,,,,,Negative,
Máy mượt lần đầu mới mua ngon anh shiper tốt_bụng và rất đẹp traitốt,,,Positive,,,,,,Positive,,
Pin thì hư . Lấy hàng thì trả tiền liền mà trả hàng có nhận được tiền lại không hay mất cả 2 thì chưa biết nhưng chắc_chắn 1 điều trả hàng lại và nhận được tiền là rất lâu vì_vậy tôi phải tự đi thay pin mới,Negative,,,,,,,,,,
"hiệu_năng chậm , lag ngay khi sử_dụng cơ_bản . không đúng như quảng_cáo . không có . máy giật lag kinh_khủng , thao_tác cực_kỳ khó_chịu . ship hàng chậm hơn dự_kiến nhiều .",Negative,,,,,,,,Negative,,
"Điện_thoại quá tệ mua oppo a56 nhưng chip thì a53 vỏ a56 , ram có 4gb fake lên 8gb , rom 128gb fake 256gb lại còn màn_hình lô , pin thì sạc 8 tiéng chưa đầy má đêch biết nói gì luôn , nói_chung đây là máy dựng hàng si đa quá tệ , không cần gấp sử_dụng chắc t trả hàng rồi mọi người nên xem_xét lại kỹ trước khi mua máy ở đây",Negative,,,Negative,,,,,,,
Phiên_bản : hàn 1 sim 256gb mua 256 g mà gửi 128g sài tạm_thời tốt không tỳ vết,,,,,,,,,,Positive,
"Giá tiền hơi chát so với phân khúc , mình không hài_lòng với cái giá phải trả .",,,,,,,Negative,,,,
Sẽ ủng_hộ cửa_hàng khi cần mua thêm,,,,,,,,,,Positive,
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb màn_hình lớn với hiển_thị sống_động , tuổi_thọ pin lâu_dài ,",Positive,,,Positive,,,,,,,
Chăm_sóc khách_hàng chậm hiệu_năng giật pin hao pin,Negative,,Negative,,,,,Negative,,,
Cửa_hàng gần nhất giao nên nhanh được nhận hàng . Sẽ mua thêm nữa kckf,,,,,,,,,Positive,,
"Tuyệt_vời ạ , hàng đúng giao nhanh cửa_hàng tận_tình 100 * luon",,,,,,Positive,,Positive,Positive,,
"Hàng ngon bổ rẻ , giao hàng nhanh ,",,,,,,,Positive,,Positive,,
Dung_lượng lưu_trữ : bản 32gb vỏ cũ,,,,,Negative,,,,,,
"Màu_sắc : đen Phiên_bản : likenew 99% note 20u vẫn là cái gì đó rất đỉnh_cao của samsung . hàng đóng_gói kỹ , chủ cửa_hàng nhiệt_tình , máy thì 10 điểm cho độ ngon",,,,,,Positive,,Positive,,,
Hiệu_năng nhận được tương_đương .,,,Neutral,,,,,,,,
"Điện_thoại đẹp , tốt . Có voucher giá tạm ổn , có quà tặng của cửa_hàng",,,,,Positive,,Positive,,,,
"hàng lớm , không sử_dụng được , không đổi , phí tiền , phí thời_gian",,,,,,,,,,Negative,
máy đẹp giá_thành rẻ nhưg ai chơi game thì nên suy nghỉ vì mình chơi thấy hơi giật,,,Negative,,Positive,,Positive,,,,
"chip ngon mượt , máy dễ nóng , pin hao nhanh",Negative,,Positive,,,,,,,,
Hàng chính hãng cảm_ứng mượt có tiếng việt đầy_đủ dễ xử dụng chờ thời_gian xem có ổn_định không rồi tính tiếp sản_phẩm đẹp chụp ảnh OK lại rẻ nữa cảm_ơn cửa_hàng,,Positive,Positive,,Positive,,Positive,,,,
Nhóm màu : đen sử_dụng khá mượt_mà . Sóng khoẻ . Đáng mua nếu so với giá flash sale,,,Positive,,,,Positive,,,,
"Lúc đầu khi mua online số tiền khá lớn cũng thấy e_ngại , sợ bể vỡ khi vận_chuyển , sợ không phải hàng chính hãng . Khi áp_giá khuyến_mãi thấy cũng rẻ hơn nhiều so với cửa_hàng , mình mua Shoppe_Mall nên cũng khá an tâm.Khi nhận được hàng thì thấy cửa_hàng đóng_gói cẩn_thận , check IMEI thấy đúng là hàng chính hãng . Trải_nghiệm sản_phẩm sau 3 ngày thấy khá ok , đáp_ứng tốt các nhu_cầu cơ_bản của mình Nên quay lại video khi khui hàng .. Còn bạn nào muốn an_tâm hơn thì vào cửa_hàng mua để test máy luôn cho nóng . cửa_hàng uy_tín cho cửa_hàng 5 sao .",,,,,,Positive,Positive,,,,
"Máy ok , check số lần sạc tầm 90 lần .",,,,,,,,,,Positive,
"color : đen-2 xl ủa cái quần hay cái nùi giẻ lau nhà vậy , rồi nó mỏng xuyên thấu nhìn thấy hết mẹ còn gì . buôn_bán gian_dối , làm_ăn kém chất_lượng quá thì dẹp_tiệm cho_rồi đi . cũng 65000 chứ ít_ỏi gì , hàng như cái giẻ lau nhà , nhận hàng mà bực_bội hết_sức",,,,,,,,,,,Neutral
Mua về xong mới biết bị chém_đẹp giá cao_ngất không đáng tí nào,,,,,,,Negative,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb tính_năng sáng_tạo , chất_lượng máy_ảnh ấn_tượng , màn_hình sống_động ,",,Positive,,Positive,,,,,,,
"Dịch_vụ chăm_sóc khách_hàng phản_hồi ở tốc_độ vừa_phải , cung_cấp thông_tin ở mức cơ_bản .",,,,,,,,Neutral,,,
"Bận đi làm suốt chưa kiểm_tra máy được , đã nhận máy thấy ngoại_hình máy cũng được , không thấy tem bảo_hành vậy nếu có vấn_đề không biết bảo_hành thế_nào nhỉ , nếu dùng lâu_dài không sao thì ok",,,,,Positive,,,Neutral,,,
Chất_lượng sản_phẩm : tốt Đúng với mô_tả : samsung s25 ultra 256gb đã nhận được hàng ... hàng đẹp nguyên siel ... săn sale cũng được giá hời ...,,,,,Positive,,Positive,,,,
"Mình review sau 2 tuần sử_dụng , máy gần đúng cửa_hàng mô_tả chỉ có bộ_nhớ thực_tế 100gb nhưng không sao , các thông_số khác đúng . Mình mua làm điện_thoại phụ chơi game ổn_áp",,,,,,,,,,Positive,
"Pin chai quá nhanh . Pin không được như quảng_cáo . Pin yếu , sạc lâu đầy . Pin sử_dụng chưa được nửa ngày đã sập , sạc rất nóng , đóng hàng móp méo hộp , cửa_hàng không trả_lời tin nhắn",Negative,,,,,Negative,,Negative,,,
"hiệu_năng tải lâu , đóng_gói xô lệch nút . camera zoom số nhiễu , pin rò khi kết_nối tai .",Negative,Negative,Negative,,,Negative,,,,,
"Hàng oke , đóng_gói ổn nhưng thà như ở bình_thuận thì xuất từ kho bình_thuận sẽ mau hơn , chứ tận long_an thì hơi bất_tiện . Mong hệ_thống ghi_nhận ý_kiến hơn",,,,,,Positive,,,,,
"Lúc đầu ổn mà chưa tới 6,7 ngày màn_hình vỡ do va_chạm nhẹ màn_hình đểu",,,,,Negative,,,,,,
thấy máy sử_dụng tốt . nhưng không có cho ốp thậm_chí không cho 1 miếng fim dán chống xước màn . chiếu_cố cho 5 sao,,,,,,,,,,Positive,
chất_lượng sản_phẩm tuyệt_vời đong gọi sản_phẩm tuyệt_vời đong gói sản_phẩm đẹp và chắc_chắn cửa_hàng phục_vụ tốt rất đáng tiền thời_gian giao hàng rất nhanh mình sẽ ủng_hộ hết_mình,,,,,,Positive,Positive,,Positive,,
Tính_năng nổi_bật : hang đẹp như mới luôn anh_em nên mua ủng hô cửa_hàng nha qua un tin luôn,,,,,Positive,,,,,,
"Sản_phẩm tốt . Giao hàng nhanh , đúng mẫu . Shipper thân_thiện . Hình_ảnh mang tính_chất minh_hoạ .",,,,,,,,,Positive,,
"Nhóm màu : hồng thời_lượng pin lâu_dài , hệ_điều_hành hiệu_quả cho việc sử_dụng mượt_mà ,",Positive,,Positive,,,,,,,,
"Kém khác bình_thường pin hết bất_thình_lình . Hiệu_năng không ổn . ,",Negative,,Negative,,,,,,,,
"chính hãng , không lỗi_lầm gì . Nhưng ship hàng bị lâu mình chờ lâu nên bị khó_chịu chút nên -1 sao ....",,,,,,,,,Negative,,
"tính_năng : tốt chất_lượng : sử_dụng tốt chất_liệu : nhựa cứng , chắc_chắn cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh , shipper thân_thiện , chuyên_nghiệp .",,,,,,Positive,,,Positive,,
"cửa_hàng đóng_gói hàng cẩn_thận , chắc_chắn . Giao hàng siêu nhanh , giá_cả thì quá rẻ so với thị_trường , đây là lần thứ 2 ủng_hộ cửa_hàng sau 3 năm . Sẽ tiếp_tục ủng_hộ trong tương_lai . 5 saoooooooooooo",,,,,,Positive,Positive,,Positive,,
"gud chóp , cửa_hàng trả_lời lịch_sự , nhiệt_tình . mua được s25 rẻ hơn cả cửa_hàng nội_bộ , hàng chính hãng nguyên seal .",,,,,,Positive,Positive,Positive,,,
Màu_sắc : bạc Phân_loại : nguyên seal có cả chống nước tuyệt_vời,,,,,,,,,,Positive,
"Phân_loại sản_phẩm : máy likenew 99% lần đầu mua hàng giá_trị cao cũng hơi rén nhưng nhận hàng tốt , nguyên seal , máy mới_toanh , đẹp . Hết màu xanh nên cửa_hàng gửi bù cho full box màu đen , nhận hàng siêu ưng , giao vào tphcm tầm 4 ngày đúng dự_kiến .",,,,,Positive,,,,Positive,,
"Chất_lượng sản_phẩm tốt , giao hàng nhanh",,,,,,,,,Positive,,
"máy chạy chậm , hay bị đứng máy , dung_lượng máy ít , tải được có 1 ứng_dụng",,,Negative,,,,,,,,
"Đúng với mô_tả : siêu đẹp Chất_lượng sản_phẩm : chất_lượng cao máy nguyên hộp , nguyên seal , màu xanh siu nịnh mắt . cửa_hàng đóng_gói sản_phẩm và check tn siêu nhanh . rất tin_tưởng shoppp",,,,,Positive,Positive,,Positive,,,
Điện_thoại lắp sms nhưng không gọi được không có lần sau mua của hãng này nữa hãy tránh xa ra,,,,,,,,,,Negative,
"Chất_lượng tốt , giao hàng nhanh , giá rẻ mua qua live ...",,,,,,,Positive,,Positive,,
"Thiết_kế ổn , màn_hình lớn , màu tươi . Pin trâu .",Positive,,Positive,Positive,Positive,,,,,,
"Điện_thoại màn_hình đẹp , hơi xước tí , nhưng vẫn đẹp , giao nhanh , mua lần th2 vẫn tốt như lần đầu . Giá rẻ . Máy rất mượt .",,,Positive,Positive,,,Positive,,Positive,,
Điện_thoại không sạc được pin,Negative,,,,,,,,,,
Đúng với mô_tả : máy lag lướt tiktok không lag ghê giật lắm,,,Negative,,,,,,,,
"Đẹp , mua cho phụ_huynh sử_dụng … !",,,,,,,,,,Positive,
"Dung_lượng pin đúng theo công_bố của hãng , mình sẽ đánh_giá thời_lượng sử_dụng sau .",Neutral,,,,,,,,,,
Nice quality and seller . Recommend,,,,,,,,,,Positive,
"Màn_hình đẹp , chụp ảnh trong tầm giá",,Neutral,,Positive,,,,,,,
Đúng với mô_tả : mượt bộ_nhớ 128 . chứ kh phải 256gb ... khá mượt chơi liên_quân . last lsland of survi .. tốt mượt,,,Positive,,,,,,,,
cũng ổn được tốt trong tầm giá,,,,,,,Positive,,,,
không nên mua nhé mọi người về được vài hôm bin kém màn_hình hỏng luôn,Negative,,,Negative,,,,,,,
"mới nhận được hàng máy mới 100% đóng_gói cẩn_thận .. Tuy không phải là giá thấp nhất nhưng rất hài_lòng với số tiền bỏ ra , rẻ hơn ngoài cửa_hàng cả triệu .. sẽ giới_thiệu với người_thân ",,,,,,Positive,Positive,,,,
Tình_trạng : 83% Nhóm màu : vàng màn_hình hơi mờ,,,,Negative,,,,,,,
Tính_năng nổi_bật : đầy_đủ Chất_lượng sản_phẩm : tuyệt_vời Đúng với mô_tả : đúng như mô_tả giao hàng nhanh . đóng_gói cẩn_thận,,,,,,Positive,,,Positive,,
Tính_năng nổi_bật : rất hài lòng Chất_lượng sản_phẩm : sản phẩm gamming tốt Đúng với mô_tả : đúng mô tả hài lòng với điện thoại sale 11/11 .,,,,,,,,,,Positive,
"được bảo_hành 6 tháng , âm_thanh loa rõ_ràng",,,,,,,,Positive,,,
Đẹp . Mượt bền hay không phải sử_dụng 1 thời_gian mới biết,,,,,Positive,,,,,,
"Hàng brandnew giá tốt , dịch_vụ cũng tốt",,,,,,,Positive,Positive,,,
"nắp lưng lỏng không như cam_kết chế_độ tiết_kiệm pin vô_dụng , camera selfie xấu . nắp lưng bị lỏng phát ra tiếng kêu khi sử_dụng , chế_độ tiết_kiệm pin không thấy tác_dụng , camera selfie làm da trắng_bệch trông rất giả .",Negative,Negative,,,Negative,,,,,,
"máy không được mượt , cảm_ứng không nhạy",,,Negative,,,,,,,,
"mua trên đây rẻ hơn . ngoài cửa_hàng tới 1 triệu nha anh_em , , , cửa_hàng đống hành cẩn_thận nha",,,,,,,Positive,,,,
Tôi thích sản_phẩm này,,,,,,,,,,Positive,
"Màu_sắc : black Phân_loại sản_phẩm : có kèm phụ_kiện điện_thoại chất_lượng tốt , giá_cả phù_hợp , cửa_hàng giao nhanh , đóng_gói cẩn_thận , nhân_viên tư_vấn nhiệt_tình , sẽ quay lại ủng_hộ cửa_hàng",,,,,,Positive,Positive,Positive,Positive,,
"Chất_lượng tốt , giá hợp_lý , giao hàng nhanh_chóng .",,,,,,,Positive,,Positive,,
"Giao hàng nhanh , đóng_gói hàng cẩn_thận , máy đẹp . Đã mua 1 lần dùng ok . Sẽ ủng_hộ nếu có nhu_cầu",,,,,Positive,Positive,,,Positive,,
"Phím âm_lượng lỏng chất_liệu kém quay video rung ,",,Negative,,,Negative,,,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb lựa_chọn màu_sắc tuyệt_vời ! , dung_lượng lưu_trữ đủ sử_dụng . , các tính_năng đột_phá , yêu cổng usb-c ! , màu_sắc tuyệt đẹp , khó lựa_chọn ! ,",,,,,,,,,,Positive,
Màu máy : màu đen mới 99% cửa_hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa_hàng tư_vấn nhiệt_tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa_hàng đóng_gói cẩn_thận giao hàng cũng rất là nhanh mình test một thời_gian thì máy rất là tốt nói_chung là tốt tất_cả cửa_hàng uy_tín lần sau mình sẽ giới_thiệu mọi người ủng_hộ thêm cho cửa_hàng nha tặng cửa_hàng 5 sao nè,,,,,Positive,Positive,,Positive,,,
"Mới sử_dụng thấy cũng ổn , còn độ bền thì chưa biết . Giá hợp ví",,,,,,,Positive,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb dung_lượng lưu_trữ đủ sử_dụng . , chất_lượng camera ấn_tượng ! , các tính_năng đột_phá , yêu cổng usb-c ! ,",,Positive,,,,,,,,,
Sản_phẩm đúng với mô_tả Mới dùng thấy hơi lag Chắc dùng 1 thời_gian mới mượt hơn,,,,,,,,,,Positive,
hàng chính hãng newseal chưa kích bảo_hành cửa_hàng bán hàng uy_tín ạ,,,,,,Positive,,Positive,,,
Nhóm màu : màu đen đậm Dung_lượng lưu_trữ : 64gb hàng đúng mô_tả đẹp điện_thoại mới đến 99% điện_thoại phụ lên chụp hơi mờ : vvvvvv,,Negative,,,Positive,,,,,,
"Nhóm màu : màu xanh da_trời sử_dụng tốt mà bền lắm nha , cửa_hàng tư_vấn nhiệt_tình , đóng_gói cẩn_thận , giao hàng nhanh , 10₫ ạ",,,,,,Positive,,Positive,Positive,,
Sản_phẩm : sản_phẩm chất_lượng kém hàng đã sử_dụng rồi . Chất_lượng pin kém nhanh hết pin ... Hàng quá dỏm ? ? ? xin bái_biệt ! !,Negative,,,,,,,,,Negative,
"Thiết_kế không có gì nổi_bật , mức giá trung_bình .",,,,,Neutral,,Neutral,,,,
"Hàng giao nhanh , nguyên hộp nguyên tem , chính hãng , giá tốt . Samsung hàng cao_cấp thì tốt rồi .",,,,,,,Positive,,Positive,,
"Nhóm màu : black Dung_lượng lưu_trữ : 128gb giá_trị tuyệt_vời cho số tiền bỏ ra , dung_lượng lưu_trữ cao",,,,,,,Positive,,,,
Đúng với mô_tả : màn thay hay loạn cảm_ứng Chất_lượng sản_phẩm : kém sản_phẩm : sản_phẩm chất_lượng kém,,,,,,,,,,Negative,
Vừa mang về cầm đã thấy pin bị phồng rồi,Negative,,,,,,,,,,
"Giảm voucher nhiều phần rồi nhưng giá máy vẫn hơi mắc quá , mình hơi tiếc .",,,,,,,Negative,,,,
Quá_trình giao hàng mất khoảng vài ngày . Hộp sản_phẩm không bị móp méo khi nhận hàng .,,,,,,Neutral,,,Neutral,,
Màu_sắc : bạc Phân_loại : nguyên seal sản_phẩm rất tốt cửa_hàng làm_ăn uy_tín chất_lượng,,,,,,,,,,Positive,
"Hỏng hàng cũ vỏ máy trầy_xước , bụi bên trong ,",,,,,Negative,,,,,,
"Nhân_viên tư_vấn cung_cấp thông_tin sản_phẩm đầy_đủ , không thêm_thắt .",,,Neutral,,,,,Neutral,,,
"Chất_lượng sản_phẩm : không ổn Đúng với mô_tả : không giống Tính_năng nổi_bật : sạc không vào sạc cáp đi kèm dởm , máy nhận sạc chập_chờn , cửa_hàng không giải_quyết",Negative,,,,,,,Negative,,,
"Hàng chính hãng , nguyên seal , cửa_hàng đóng_gói cẩn_thận , săn sale giá tốt , mình đặt mua cho bố mong rằng sử_dụng ổn . Shoppe mall nên rất tin_cậy luôn",,,,,,Positive,Positive,,,,
Lần sau sẽ ủng_hộ thêm,,,,,,,,,,Positive,
"Mới nhận , máy nhìn xịn sò lắm nha , bền hay không thì chờ thời_gian trả_lời . Tạm_thời là 5 sao cho sản_phẩm và cho cửa_hàng",,,,,,,,,,Positive,
"Điện thoại nubia neo 02 loại này sử_dụng tốt , sạc pin nhanh đây , sử_dụng lâu hết pin . Mua điện thoai có củ sạc , đi kèm và ốm lưng , và miếng dán màn_hình luôn .",Positive,,,,,,,,,,
Chính_sách bảo_hành là 12 tháng theo tiêu_chuẩn . Mình chưa cần dùng đến dịch_vụ bảo_hành .,,,,,,,,Neutral,,,
color : đen-l tốt.nhưng hỏi.mõng.,,,,,,,,,,,Neutral
hiệu_năng yếu không chạy game mượt . camera màu_sắc lệch không tự_nhiên . chăm_sóc khách_hàng từ_chối hoàn tiền lý_do mơ_hồ .,,Negative,Negative,,,,,Negative,,,
Màn_hình có tần_số quét đúng như nhà_sản_xuất công_bố . Về độ nhạy_cảm ứng thì mình sẽ kiểm_tra sau .,,,,Neutral,,,,,,,
"cửa_hàng uy_tín mua nhiều lần rồi , order báo 15 ngày nhưng 1 ngày đã giao đơn , không có gì để chê",,,,,,,,,Positive,,
"Hàng không như mô_tả , về xài được dăm_ba ngày hư rồi .",,,,,,,,,,Negative,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb giao hàng nhanh . hàng chính hãng vnchất lượng máy_ảnh ấn_tượng , hiệu_suất mượt_mà ,",,Positive,Positive,,,,,,Positive,,
"Kém khác yếu camera focus ì . Pin yếu_đuối . ,",Negative,Negative,,,,,,,,,
Máy quá đẹp.dùng siêu mượt.wifi bắt khoẻ.âm thanh ổn.nói chung quá hài_lòng với số tiền bỏ ra,,,Positive,,Positive,,Positive,,,,
"Hàng chính hãng . cửa_hàng giao hàng nhanh . Hồi trước mình đã từng mua 1 cái poco x7 pro của cửa_hàng rồi giờ mua thêm cái poco x7 thường nữa là đủ combo x7 luôn . Mua trên sàn canh sale mua được giá rẻ hơn nhiều so với mua qua các nhà_phân_phối . Dòng poco này xài rất là ok chỉ có cái nhược_điểm là hay bị nóng máy thôi ,",,,,,,,Positive,,Positive,,
color : đen-m quần chất_liệu vải thoáng mát hợp với thời_tiết nóng như hiện_nay,,,,,,,,,,,Neutral
Không hỗ trở bảo_hành khi có lỗi . Nhắn_tin phản_hồi chậm không trả_lời . Hiện_trạng máy lỗi khi gọi điện_thoại zalo không nghe rõ . Máy tự tắt nguồn . Liên_hệ không trả_lời,,,,,,,,Negative,,Negative,
"Hàng đẹp chuẩn nguyên seal nguyên hộp , máy chưa kích_hoạt cửa_hàng giao hàng nhanh gọn lẹ cảm_ơn cửa_hàng . Uy_tín nhé mọi người mọi người tự_tin mua ạ .",,,,,Positive,,,,Positive,,
